,PSN1-parental-1,PSN1-parental-2,PSN1-parental-3,PSN1-maintain-1,PSN1-maintain-2,PSN1-maintain-3,PSN1-withdraw-1,PSN1-withdraw-2,PSN1-withdraw-3
HNRNPU,9.89328263058766,9.89751418557609,9.90973574191601,9.7894899027949,8.71443880556438,9.71049431680178,10.1959061338709,10.2217799131322,10.2364660483345
HNRNPUL1,9.2319826294374,9.10138831863259,9.11747317742179,9.08967094661177,8.06556466826317,8.978386111748,9.09330961401564,8.95166869789938,9.11876254867281
HNRNPUL2,5.54036528772656,5.49044388439819,5.52815007821583,5.62039677296129,6.47496904626418,5.36496742173178,5.42908435175758,5.43525490081245,5.40584985188555
HNRNPUL2-BSCL2,0,0,0,0,0,0,0,0,0
HOGA1,0,0,0,0,0,0,0,0,0
HOMER1,5.24926513076542,5.12526645169167,5.18172639210384,4.87178793562804,2.82895214479541,5.02993270376921,5.54825715823864,5.55165865415238,5.77381390721566
HOMER2,4.56151258472451,4.65583088694851,4.781659634641,4.76443322100468,3.87448563403347,4.72289719356577,5.50961644707813,5.55165865415238,5.58026113185834
HOMER3,4.61054665807557,4.72013211636089,4.77767966224731,4.33488833595765,5.60759109872582,4.26984679695336,3.52965021818414,3.5496254662103,3.53638097318359
HOMEZ,4.1452297657276,4.14894625782877,4.0192702637985,4.2554138217393,4.29094174613343,3.9359639828561,4.1759705218666,4.0641165712572,4.35929365056259
HOOK1,0,0,0,0,0,0,0,0,0
HOOK2,5.00830467098739,5.05844107240416,4.94317447139769,4.78788250905207,6.13712131847085,5.11238562239439,5.06163576908804,5.13141573433656,4.81273545783075
HOOK3,5.4778733504916,5.42684175408415,5.42759688774415,5.37043085263444,3.72330132562967,5.23740862532342,4.87157080537324,5.30066532305419,5.23187180788682
HOPX,0,0,0,0,0,0,0,0,0
HORMAD1,0,0,0,0,0,0,0,0,0
HORMAD2,0,0,0,0,0,0,0,0,0
HOXA1,3.6387987596044,3.62695467726875,3.30012288869055,3.18740431588616,2.46303001342197,3.13055120729088,3.36624491224165,3.35829874160328,3.48643814876658
HOXA10,3.32296719278891,3.23422722022755,3.2319454440185,3.08295010633841,3.61812933907847,3.17670184322598,3.41352249929601,3.28485289608551,3.48643814876658
HOXA10-HOXA9,0,0,0,0,0,0,0,0,0
HOXA11,3.05423624746713,2.69287572242592,2.59960641743888,3.31278589994287,3.99940212223792,3.05843324504828,2.98318162465999,2.55882874000228,3.27912560629744
HOXA13,0,0.373736072955577,0.183703884160608,0,0,0.279363770943974,0,0,0
HOXA2,3.3424500006648,3.16661151759344,3.18463543775846,2.58305538715872,2.93285358822794,3.13055120729088,3.08013211825494,3.19606449612113,2.72865114418643
HOXA3,6.01727025019243,5.87635851332683,5.94496977956913,5.13994547163347,5.67281918279607,5.34994059338486,6.16181916068695,5.95150209422038,6.05479754425244
HOXA4,0,0,0,0,0,0,0,0,0
HOXA5,2.78195983433658,2.69287572242592,2.92157442445335,1.91272436335135,2.88183802409759,1.6154555351207,2.56433972428781,2.77349240479268,3.05075420776971
HOXA6,0.588373880344132,0.787902761853578,0.86217510018573,0.43022070756507,0,0,0.391353116101742,0.612848535849171,0.655459427379301
HOXA7,1.29628725550531,1.20228680823445,1.40670473516833,1.28040217161597,0,0.513157173771792,1.46175019121964,0.805231767477752,1.19265447507969
HOXA9,0.828361869009025,1.66118356335773,1.08466257926112,1.16233343875987,2.19697208726174,1.94371693089981,0.948575364939782,1.21981092132023,0.919107321104976
HOXB1,0,0,0,0,0,0,0,0,0
HOXB13,0,0,0,0,0,0,0,0,0
HOXB2,4.38956071439851,4.35029301056442,4.27781551586283,5.18857928673394,5.450154695147,5.02678651165681,4.74051674416761,4.44258400223256,4.62237514611011
HOXB3,4.87083211221564,4.68833971196623,4.63538120867645,5.48962802519079,4.67493688324843,5.55385391328513,5.70087636891067,5.74009538130907,5.57787828020111
HOXB4,0,0,0.364401415712366,1.16233343875987,1.76182884924003,2.02164508659063,1.31010976222998,2.02657632805411,0.655459427379301
HOXB5,1.82555283925478,2.26735133496872,2.00549710916096,3.15685438447688,4.60588235139919,3.45469831823853,2.54748378985883,2.57652411215944,2.33606029033169
HOXB6,2.33373031397251,2.15553403099675,2.42740014506591,3.57400585184339,3.47056120759278,3.99511178838676,2.82432457460109,2.74247569318778,2.65821807080522
HOXB7,3.75239492739369,3.87305797641732,3.77763556391725,4.38407418925154,5.7530777581858,4.26984679695336,4.02584935187336,3.75005456041392,4.13129333987561
HOXB8,0,0,0.276879848046434,0.560411658355927,0.847543323648204,1.23412228032476,0.391353116101742,0.221185521010302,0.139307515302893
HOXB9,4.59844349304,4.61413684444816,4.67871008024838,6.09475746792066,5.57182636353865,5.98029238545335,6.00397285973722,5.8873741095689,5.96099675134805
HOXC10,0,0,0,0,0,0,0,0,0
HOXC11,0,0,0,0,0,0,0,0,0
HOXC12,0,0,0,0,0,0,0,0,0
HOXC13,0,0,0,0,0,0,0,0,0
HOXC4,3.63089795760069,3.47685438197408,3.5997061956864,3.20741735879209,3.20602370480427,2.78811587165525,3.17097568390796,2.61127674462265,2.98032988783669
HOXC6,1.68000106585185,1.78659555994919,1.36487114099824,1.55486769157764,0.950160642622751,1.6154555351207,1.09496582180823,0.390805169020394,0.793297613228274
HOXC8,3.30321767435388,2.9690853134145,3.00564772579654,3.03895464601118,2.11098215480078,2.92959648018766,3.18193923860612,2.78875423021255,2.85997175341813
HOXC9,0,0.20424627967512,0,0.62135101862534,1.30024220027277,0.361577133982089,0.313731401430326,0.128259297660788,0.239194169127585
HOXD1,0,0,0,0,0,0,0,0,0
HOXD10,0,0,0,0,0,0,0,0,0
HOXD11,0,0,0,0,0,0,0,0,0
HOXD12,0,0,0,0,0,0,0,0,0
HOXD13,0,0,0,0,0,0,0,0,0
HOXD3,0,0,0,0,0,0,0,0,0
HOXD4,0,0,0,0,0,0,0,0,0
HOXD8,0,0,0,0,0,0,0,0,0
HOXD9,0,0,0,0,0,0,0,0,0
HP,0,0,0,0.128213144566194,2.19697208726174,0.650314470416265,0.313731401430326,0,0.139307515302893
HP1BP3,6.84860324819039,6.86125075017084,6.90722441462529,7.09329426307581,4.4394553251284,6.97780761743249,6.84399140972541,6.98167272256109,6.97469279760898
HPCA,0,0,0,0,0,0,0,0,0
HPCAL1,9.05766655680666,8.96188495248662,9.02270938405193,7.85553358284282,8.096658971856,7.88961160616124,8.68996508379495,8.53585625491553,8.45840158271141
HPCAL4,0,0,0,0,0,0,0,0,0
HPD,0,0,0,0,0.737064176262491,0.099388463473986,0,0,0
HPDL,6.01878472933863,5.87459384254119,6.04604389077084,5.90253017607752,6.4942034154693,5.809564725877,6.77326083126446,6.60648516887434,6.52078058000185
HPGD,2.67844510438454,2.69287572242592,2.86267408345527,0.360436841383918,0,0,0,0,0
HPGDS,0,0,0,0,0,0,0,0,0
HPN,0,0,0,0,0,0,0,0,0
HPR,0,0,0,0,0,0,0,0,0
HPRT1,6.72509168377142,6.65877594042523,6.63980951599497,7.11663203901801,6.82309292474447,6.83312210162336,7.26460680408303,7.10033706208217,7.22819386584524
HPS1,4.73738212478696,4.49514550582035,4.62212466272265,5.15548136342363,5.43696183249736,5.19318910959158,5.36799292811307,5.15810393734711,5.19503104875858
HPS3,6.18583059952195,6.19615336014919,6.24508818397746,5.79917270282637,2.68757821919847,5.67133842779321,6.40928958598108,6.30593833860874,6.41261943135221
HPS4,4.79508297076582,4.77413676086175,4.84007806595142,4.72679655683088,3.99940212223792,4.80966162269419,4.98858629296875,5.15810393734711,4.99166211973442
HPS5,5.10558167743325,5.09830184315497,5.12333322079593,5.38368334102266,3.50468321664015,5.29084264552686,5.26607070474945,5.40338603911678,5.33424409509681
HPS6,4.55317573052907,4.17211852708945,4.37585169530425,4.684586628001,5.03739889254954,4.67948120156891,4.79508939353375,4.3935131077528,4.52183127919957
HPSE,0,0.0121605622423971,0.364401415712366,2.88593089724468,2.39188539929078,2.69604954643131,1.59895692168127,1.34897605446994,1.03482042595927
HPSE2,0,0,0,0,0,0,0,0,0
HPX,0,0,0,0,0,0,0,0,0
HR,6.17228535919692,6.12964752114913,6.1296096376325,6.01751417163192,6.20354753570852,6.08987090888036,4.88169287477646,4.90853963708189,4.7632595836187
HRAS,5.54457691468202,5.46486943278659,5.57476870064084,5.42272567805135,7.71287291982269,5.36247379439998,5.66811231057541,5.57385335764692,5.54409839217715
HRASLS,0,0,0,0,0,0,0,0,0
HRASLS2,0,0,0,0,0,0,0,0,0
HRASLS5,0.713352291929258,1.10930811810266,1.13530831866754,0,0.950160642622751,0.192180775215436,0,0,0.0319872280169653
HRC,0,0,0,0,0,0,0,0,0
HRCT1,2.69369547356763,2.22365879319503,2.44758115011276,1.81175622272024,4.15789429933579,2.1886086722393,2.02141351814398,1.64572382376348,1.69296785969541
HRG,0,0,0,0,0,0,0,0,0
HRH1,4.35160554371775,4.23948254278375,4.45274831876747,4.54607537777609,3.87448563403347,4.30143381928934,3.94449305981985,4.02598657174363,3.98789459085296
HRH2,0,0,0,0,0,0,0,0,0
HRH3,0,0,0,0,0,0,0,0,0
HRH4,0,0,0,0,0,0,0,0,0
HRK,0,0,0,0,0,0,0,0,0
HRNR,0,0,0,0,0,0,0,0,0
HRSP12,4.64625860310846,4.90091541830697,4.6956837112374,5.18353646078665,5.89490882157951,5.09746783568806,5.27121317648893,5.30597882416847,5.48936410885956
HS1BP3,4.36118835970022,4.32467116708213,4.36528202520445,4.09815596393637,4.04648976337581,4.04572610889266,4.49450495585489,4.1901540525183,4.34254708855817
